Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage,__source_file
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 03:07:44 PM,100029902,22,1,1128.0,52.0,56.0,48.0,51.27272727272727,2.3539595453459987,52.0,52.0,52.0,0.0,11.79647261875754,0.2299312459588333,4546813.727272728,7215437.835245897,20009487.0,2.0,80021637.0,3810554.142857142,6491815.189501386,20009487.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,176,8,0.219934235264971,0.0099970106938623,48.0,56.0,51.33333333333334,2.2586388102931187,5.101449275362317,0,0,0,0,0,0,0,0,0.0,53.56521739130435,51.27272727272727,52.0,0,0,0,0,0,0,22,1128,1,52,-1,-1,22,0,1619125.0,1564260.5195083926,3757100.0,43.0,13364771.714285716,6831110.408108423,20009487.0,5937358.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9003-53748-6,206.207.50.50,53748,192.168.3.29,9003,6,17/07/2019 03:57:49 PM,373604,103,105,11176.0,46038.0,126.0,0.0,108.504854369,15.7074191203,472.0,0.0,438.457142857,87.75172895200001,153140.75866400002,556.739221207,1804.85024155,2895.35259214,33709.0,60.0,370689.0,3634.20588235,3649.83918902,33709.0,60.0,373604.0,3592.34615385,3674.22206751,34256.0,95.0,0,0,0,0,3296,3376,275.692979733,281.046241475,0.0,472.0,273.751196172,177.617012653,31547.8031837,0,1,0,0,0,0,0,0,1.0,275.067307692,108.504854369,438.457142857,0,0,0,0,0,0,103,11176,105,46038,-1,227,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directory Bruteforce,Establish Foothold,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-209.147.138.38-9000-52994-6,192.168.3.29,9000,209.147.138.38,52994,6,16/07/2019 03:06:59 PM,3613,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.556601162,3613.0,0.0,3613.0,3613.0,0.0,0.0,0.0,0.0,0.0,3613.0,3613.0,0.0,3613.0,3613.0,0,0,0,0,0,40,0.0,553.556601162,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,1028,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9000-49722-6,192.168.3.29,9000,206.207.50.50,49722,6,16/07/2019 01:50:21 PM,115,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17391.3043478,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,0.0,115.0,115.0,0,0,0,0,0,64,0.0,17391.3043478,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,1444,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-52398-53-17,192.168.3.29,52398,8.8.8.8,53,17,16/07/2019 06:28:30 PM,50148,1,3,44.0,176.0,44.0,44.0,44.0,0.0,72.0,44.0,58.6666666667,14.0475383371,4387.01443727,79.7638988594,16716.0,20165.1965277,39155.0,111.0,0.0,0.0,0.0,0.0,0.0,50148.0,25074.0,20070.5188772,39266.0,10882.0,0,0,0,0,8,24,19.9409747148,59.8229241445,44.0,72.0,52.8,12.7749755381,163.2,0,0,0,0,0,0,0,0,3.0,66.0,44.0,58.6666666667,0,0,0,0,0,0,1,44,3,176,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9003-50196-6,206.207.50.50,50196,192.168.3.29,9003,6,17/07/2019 03:56:58 PM,83,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36144.5783133,41.5,47.3761543395,75.0,8.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,83.0,83.0,0,0,0,0,32,64,12048.1927711,24096.3855422,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Directory Bruteforce,Establish Foothold,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-59922-53-17,192.168.3.29,59922,8.8.8.8,53,17,18/07/2019 07:45:33 PM,40138,0,2,0.0,142.0,0.0,0.0,0.0,0.0,93.0,49.0,71.0,31.1126983722,3537.7946086,49.8280930789,40138.0,0.0,40138.0,40138.0,0.0,0.0,0.0,0.0,0.0,40138.0,40138.0,0.0,40138.0,40138.0,0,0,0,0,0,16,0.0,49.8280930789,49.0,93.0,63.6666666667,25.4034118443,645.333333333,0,0,0,0,0,0,0,0,0.0,95.5,0.0,71.0,0,0,0,0,0,0,0,0,2,142,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-50753-53-17,192.168.3.29,50753,8.8.8.8,53,17,18/07/2019 08:47:57 PM,14085,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,19382.3216187,283.990060348,4695.0,8048.91620033,13989.0,13.0,0.0,0.0,0.0,0.0,0.0,14085.0,7042.5,9941.2142367,14072.0,13.0,0,0,0,0,8,24,70.997515087,212.992545261,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
184.98.36.245-192.168.3.29-27257-9002-6,184.98.36.245,27257,192.168.3.29,9002,6,17/07/2019 07:25:06 PM,702595,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84659014084,702595.0,0.0,702595.0,702595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1.42329507042,1.42329507042,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSRF,Establish Foothold,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,16/07/2019 08:56:36 PM,100011410,23,1,1176.0,52.0,56.0,48.0,51.1304347826,2.39894575,52.0,52.0,52.0,0.0,12.2785990119,0.239972619124,4348322.17391,7500326.37892,20010356.0,3.0,80041502.0,3638250.09091,6839943.30135,20010356.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,184,8,0.229973759994,0.00999885913017,48.0,56.0,51.2,2.30940107676,5.33333333333,0,0,0,0,0,0,0,0,0.0,53.3333333333,51.1304347826,52.0,0,0,0,0,0,0,23,1176,1,52,-1,-1,23,0,950804.5,1664324.80372,3436871.0,60.0,16034698.6667,4963728.46558,20010356.0,8375394.0,Normal,Benign,enp0s3-pvt-tuesday.pcap_Flow.csv
192.168.3.29-192.168.3.30-55249-1723-6,192.168.3.29,55249,192.168.3.30,1723,6,18/07/2019 12:47:37 PM,184,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10869.5652174,184.0,0.0,184.0,184.0,0.0,0.0,0.0,0.0,0.0,184.0,184.0,0.0,184.0,184.0,0,0,0,0,0,44,0.0,10869.5652174,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-52.94.232.32-39870-443-6,192.168.3.29,39870,52.94.232.32,443,6,16/07/2019 06:56:18 PM,5963241,7,4,741.0,1712.0,584.0,0.0,105.857142857,215.813521797,1438.0,0.0,428.0,685.6101905119999,411.353490493,1.84463448651,596324.1,1770811.20073,5634699.0,15.0,5900289.0,983381.5,2279113.2397,5634699.0,52.0,328470.0,109490.0,55765.78005369999,171290.0,62925.0,0,0,0,0,152,112,1.1738583096,0.670776176915,0.0,1438.0,204.416666667,426.335219865,181761.719697,0,1,0,0,0,0,0,0,0.0,223.0,105.857142857,428.0,0,0,0,0,0,0,7,741,4,1712,-1,440,3,0,328490.0,0.0,328490.0,328490.0,5634699.0,0.0,5634699.0,5634699.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.30-192.168.3.34-445-46705-6,192.168.3.34,46705,192.168.3.30,445,6,18/07/2019 09:32:11 PM,89,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22471.9101124,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,0.0,89.0,89.0,0,0,0,0,0,64,0.0,22471.9101124,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,243,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Privilege Escalation,Lateral Movement,enp0s3-pvt-thursday.pcap_Flow.csv
192.168.3.29-8.8.8.8-33980-53-17,192.168.3.29,33980,8.8.8.8,53,17,19/07/2019 07:32:46 PM,14498,1,3,43.0,346.0,43.0,43.0,43.0,0.0,179.0,43.0,115.333333333,68.41296173479999,26831.2870741,275.900124155,4832.66666667,8253.66526662,14363.0,17.0,0.0,0.0,0.0,0.0,0.0,14498.0,7249.0,10227.5924831,14481.0,17.0,0,0,0,0,8,24,68.9750310388,206.925093116,43.0,179.0,86.4,62.5283935505,3909.8,0,0,0,0,0,0,0,0,3.0,108.0,43.0,115.333333333,0,0,0,0,0,0,1,43,3,346,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-tcpdump-friday.pcap_Flow.csv
192.168.3.29-8.8.8.8-45798-53-17,192.168.3.29,45798,8.8.8.8,53,17,15/07/2019 08:16:56 PM,14201,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.51229260478471,19223.998309978168,281.67030490810504,4733.666666666666,8064.032014652058,14045.0,24.0,0.0,0.0,0.0,0.0,0.0,14201.0,7100.5,10007.682274133207,14177.0,24.0,0,0,0,0,8,24,70.41757622702626,211.2527286810788,45.0,106.0,63.6,27.45541840875859,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-8.8.8.8-59456-53-17,192.168.3.29,59456,8.8.8.8,53,17,16/07/2019 06:27:50 PM,13922,1,3,39.0,337.0,39.0,39.0,39.0,0.0,179.0,39.0,112.333333333,70.2376916857,27007.6138486,287.315040942,4640.66666667,7968.63083179,13842.0,14.0,0.0,0.0,0.0,0.0,0.0,13922.0,6961.0,9824.54161781,13908.0,14.0,0,0,0,0,8,24,71.8287602356,215.486280707,39.0,179.0,83.0,63.8748776907,4080.0,0,0,0,0,0,0,0,0,3.0,103.75,39.0,112.333333333,0,0,0,0,0,0,1,39,3,337,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.30-192.168.3.34-8081-50818-6,192.168.3.34,50818,192.168.3.30,8081,6,16/07/2019 07:23:14 PM,30022807,5,7,1906.0,263.0,1906.0,0.0,381.2,852.389113023,263.0,0.0,37.5714285714,99.4046564014,72.2450768844,0.399696137673,2729346.09091,4671590.61032,10219600.0,143.0,20246171.0,5061542.75,5835086.43187,10219824.0,189.0,30022807.0,5003801.16667,5476647.76428,10219781.0,342.0,0,0,0,0,160,240,0.166540057364,0.233156080309,0.0,1906.0,166.846153846,527.58219678,278342.974359,0,1,0,0,0,0,0,0,1.0,180.75,381.2,37.5714285714,0,0,0,0,0,0,5,1906,7,263,-1,257,1,0,9280.5,12807.8251276,18337.0,224.0,10114209.5,149044.674445,10219600.0,10008819.0,Normal,Benign,enp0s3-pvt-tuesday.pcap_Flow.csv
192.168.3.29-54.214.4.16-57670-443-6,192.168.3.29,57670,54.214.4.16,443,6,16/07/2019 06:56:19 PM,117666298,32,24,3195.0,8685.0,517.0,0.0,99.84375,158.44529113299998,2648.0,0.0,361.875,600.436096046,100.963489138,0.47592217102,2139387.23636,3896975.5915,10234853.0,12.0,117578207.0,3792845.3871,4580992.0735,10278236.0,145.0,117666298.0,5115926.0,4671656.2446800005,10278395.0,145.0,0,0,0,0,1024,784,0.271955526297,0.203966644723,0.0,2648.0,208.421052632,423.761554725,179573.855263,0,1,0,0,0,0,0,0,0.0,212.142857143,99.84375,361.875,0,0,0,0,0,0,32,3195,24,8685,-1,152,10,0,1048414.45455,1625993.11349,5059961.0,42409.0,9644546.90909,1099133.32805,10234853.0,6773394.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-206.207.50.50-80-54100-6,206.207.50.50,54100,192.168.3.29,80,6,16/07/2019 01:33:13 PM,292908,4,4,270.0,1345.0,270.0,0.0,67.5,135.0,1345.0,0.0,336.25,672.5,5513.67664932,27.3123301514,41844.0,82859.3385262,219770.0,100.0,292380.0,97460.0,111910.459047,219770.0,192.0,292169.0,97389.6666667,112302.381909,220288.0,110.0,0,0,0,0,128,144,13.6561650757,13.6561650757,0.0,1345.0,179.44444444400003,446.111284074,199015.277778,0,1,0,0,0,0,0,0,1.0,201.875,67.5,336.25,0,0,0,0,0,0,4,270,4,1345,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network Scan,Reconnaissance,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-55520-53-17,192.168.3.29,55520,8.8.8.8,53,17,17/07/2019 05:59:56 PM,17935,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,15221.6336772,223.027599665,5978.33333333,3879.74539543,10454.0,3571.0,0.0,0.0,0.0,0.0,0.0,17935.0,8967.5,7631.80348935,14364.0,3571.0,0,0,0,0,8,24,55.7568999164,167.270699749,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
172.217.4.142-192.168.3.29-80-54908-6,192.168.3.29,54908,172.217.4.142,80,6,16/07/2019 07:31:06 PM,29061,4,4,84.0,1744.0,84.0,0.0,21.0,42.0,1744.0,0.0,436.0,872.0,62902.1712949,275.28302536,4151.57142857,6771.03933079,14161.0,68.0,14920.0,4973.33333333,8259.99251412,14511.0,158.0,28835.0,9611.66666667,8085.76937176,14589.0,282.0,0,0,0,0,128,144,137.64151268,137.64151268,0.0,1744.0,203.111111111,578.500744262,334663.111111,0,1,0,0,0,0,0,0,1.0,228.5,21.0,436.0,0,0,0,0,0,0,4,84,4,1744,-1,236,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-59238-53-17,192.168.3.29,59238,8.8.8.8,53,17,16/07/2019 06:27:04 PM,50828,0,2,0.0,150.0,0.0,0.0,0.0,0.0,101.0,49.0,75.0,36.7695526217,2951.12929881,39.3483906508,50828.0,0.0,50828.0,50828.0,0.0,0.0,0.0,0.0,0.0,50828.0,50828.0,0.0,50828.0,50828.0,0,0,0,0,0,16,0.0,39.3483906508,49.0,101.0,66.3333333333,30.0222139979,901.333333333,0,0,0,0,0,0,0,0,0.0,99.5,0.0,75.0,0,0,0,0,0,0,0,0,2,150,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-72.21.91.29-42024-80-6,72.21.91.29,80,192.168.3.29,42024,6,17/07/2019 06:51:31 PM,31,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64516.12903230001,31.0,0.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,31.0,31.0,0,0,0,0,0,64,0.0,64516.12903230001,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,241,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-40355-53-17,192.168.3.29,40355,8.8.8.8,53,17,16/07/2019 07:44:23 PM,16348,1,3,45.0,228.0,45.0,45.0,45.0,0.0,106.0,45.0,76.0,30.5122926048,16699.2904331,244.678248104,5449.33333333,7406.91543987,13907.0,119.0,0.0,0.0,0.0,0.0,0.0,16348.0,8174.0,8275.97776701,14026.0,2322.0,0,0,0,0,8,24,61.1695620259,183.508686078,45.0,106.0,63.6,27.4554184088,753.8,0,0,0,0,0,0,0,0,3.0,79.5,45.0,76.0,0,0,0,0,0,0,1,45,3,228,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-72.201.228.135-9002-37790-6,192.168.3.29,9002,72.201.228.135,37790,6,15/07/2019 03:50:46 PM,5315353,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5644027781409814,2657676.5,3690297.660024256,5267111.0,48242.0,0.0,0.0,0.0,0.0,0.0,5315353.0,2657676.5,3690297.660024256,5267111.0,48242.0,0,0,0,0,0,108,0.0,0.5644027781409814,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-206.207.50.50-9002-46438-6,206.207.50.50,46438,192.168.3.29,9002,6,16/07/2019 01:50:42 PM,284,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10563.3802817,142.0,2.82842712475,144.0,140.0,0.0,0.0,0.0,0.0,0.0,144.0,144.0,0.0,144.0,144.0,0,0,0,0,32,64,3521.12676056,7042.25352113,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,269,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network Scan,Reconnaissance,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-192.168.3.34-9002-42334-6,192.168.3.34,42334,192.168.3.29,9002,6,18/07/2019 08:15:49 PM,199443,3,2,298.0,406.0,298.0,0.0,99.3333333333,172.050380219,406.0,0.0,203.0,287.085353162,3529.83057816,25.0698194472,49860.75,99275.5510331,198774.0,121.0,199083.0,99541.5,140335.947328,198774.0,309.0,199255.0,199255.0,0.0,199255.0,199255.0,0,1,0,0,96,64,15.0418916683,10.0279277789,0.0,406.0,185.0,206.45871258,42625.2,0,0,0,1,1,0,0,0,0.0,222.0,99.3333333333,203.0,0,0,0,0,0,0,3,298,2,406,-1,243,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-thursday.pcap_Flow.csv
192.168.3.29-206.207.50.50-80-53810-6,206.207.50.50,53810,192.168.3.29,80,6,16/07/2019 01:31:58 PM,309896,4,4,323.0,1345.0,323.0,0.0,80.75,161.5,1345.0,0.0,336.25,672.5,5382.45088675,25.8151121667,44270.8571429,88382.82245139997,234914.0,84.0,309344.0,103114.666667,119979.494499,234914.0,245.0,309057.0,103019.0,120419.514963,235451.0,99.0,0,0,0,0,128,144,12.9075560833,12.9075560833,0.0,1345.0,185.333333333,447.802690925,200527.25,0,1,0,0,0,0,0,0,1.0,208.5,80.75,336.25,0,0,0,0,0,0,4,323,4,1345,-1,59,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Network Scan,Reconnaissance,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-216.58.217.202-41832-443-6,216.58.217.202,443,192.168.3.29,41832,6,17/07/2019 07:58:17 PM,34,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58823.5294118,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,29411.7647059,29411.7647059,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
172.217.5.202-192.168.3.29-443-53974-6,172.217.5.202,443,192.168.3.29,53974,6,17/07/2019 10:08:09 PM,1995,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.7593985,997.5,1238.14397386,1873.0,122.0,1873.0,1873.0,0.0,1873.0,1873.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,1002.50626566,501.253132832,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-8.8.8.8-38821-53-17,192.168.3.29,38821,8.8.8.8,53,17,15/07/2019 08:25:20 PM,16006,1,3,48.0,236.0,48.0,48.0,48.0,0.0,100.0,48.0,78.66666666666667,27.227437142216186,17743.346245158067,249.90628514307136,5335.333333333333,7975.919842459134,14510.0,52.0,0.0,0.0,0.0,0.0,0.0,16006.0,8003.0,9275.826755605129,14562.0,1444.0,0,0,0,0,8,24,62.47657128576784,187.4297138573035,48.0,100.0,66.4,25.5499510762741,652.8,0,0,0,0,0,0,0,0,3.0,83.0,48.0,78.66666666666667,0,0,0,0,0,0,1,48,3,236,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-monday.pcap_Flow.csv
192.168.3.29-206.207.50.50-47102-80-6,192.168.3.29,47102,206.207.50.50,80,6,17/07/2019 09:12:42 PM,308,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6493.50649351,308.0,0.0,308.0,308.0,0.0,0.0,0.0,0.0,0.0,308.0,308.0,0.0,308.0,308.0,0,0,0,0,0,64,0.0,6493.50649351,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-54.239.26.255-40048-443-6,54.239.26.255,443,192.168.3.29,40048,6,16/07/2019 06:59:39 PM,121,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24793.3884298,60.5,16.2634559673,72.0,49.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,72.0,72.0,0,0,0,0,20,40,8264.46280992,16528.925619799997,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,BENIGN,enp0s3-public-tuesday.pcap_Flow.csv
192.168.3.29-52.53.90.101-59330-443-6,192.168.3.29,59330,52.53.90.101,443,6,17/07/2019 07:16:57 PM,60796875,14,13,1062.0,4776.0,517.0,0.0,75.8571428571,165.043051327,4096.0,0.0,367.384615385,1127.35527811,96.0246723207,0.444101773323,2338341.34615,4310945.55596,10187476.0,8.0,60740000.0,4672307.69231,5233657.70834,10244637.0,135.0,60796377.0,5066364.75,5262022.64136,10244306.0,15.0,0,0,0,0,448,432,0.2302749935750001,0.213826779748,0.0,4096.0,208.5,775.1519564289999,600860.5555560001,0,1,0,0,0,0,0,0,0.0,216.222222222,75.8571428571,367.384615385,0,0,0,0,0,0,14,1062,13,4776,-1,114,4,0,79881.6666667,56302.8467261,194809.0,56775.0,10052847.8333,277712.00817800005,10187476.0,9491396.0,Normal,Benign,enp0s3-public-wednesday.pcap_Flow.csv
192.168.3.29-192.168.3.30-55249-14238-6,192.168.3.29,55249,192.168.3.30,14238,6,18/07/2019 12:48:01 PM,15,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133333.333333,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,15.0,0,0,0,0,0,44,0.0,133333.333333,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Account Discovery,Lateral Movement,enp0s3-pvt-thursday.pcap_Flow.csv
