Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,src_nunique_dst_port,src_nunique_dst_ip,src_count,dst_nunique_src_ip,dst_nunique_src_port,ratio_fwd_bwd_pkts,ratio_fwd_bwd_bytes,ratio_duration_per_pkt,src_dst_ip_ratio,src_dst_port_ratio,pkt_len_cv,flow_iat_cv,duration_zscore,pkt_len_mean_zscore,Protocol,Src Port,Dst Port,Src IP,Dst IP,Timestamp,Activity
204390,4,4,456.0,200.0,114.0,114.0,114.0,0.0,52.0,48.0,50.0,2.309401076758502,3209.550369391849,39.14085816331523,29198.571428571428,64103.17304381831,173642.0,2.0,189086.0,63028.66666666667,109157.59476249616,189073.0,2.0,188968.0,62989.33333333333,109081.67310934197,188946.0,11.0,0,0,0,0,32,32,19.57042908165761,19.57042908165761,48.0,114.0,85.55555555555556,33.76059504478228,1139.7777777777778,0,0,0,0,0,0,0,0,1.0,96.25,114.0,50.0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17057,111,59.166.0.3,149.171.126.6,22/01/2015 12:45:43 PM,Normal
4939,4,4,456.0,208.0,114.0,114.0,114.0,0.0,52.0,52.0,52.0,0.0,134440.17007491394,1619.761085239927,705.5714285714286,942.0935652653008,2291.0,3.0,3881.0,1293.6666666666663,2229.440811803115,3868.0,3.0,3361.0,1120.3333333333337,1925.7518877917096,3344.0,8.0,0,0,0,0,32,32,809.8805426199635,809.8805426199635,52.0,114.0,86.44444444444444,32.676869155073256,1067.7777777777778,0,0,0,0,0,0,0,0,1.0,97.25,114.0,52.0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6373,111,59.166.0.2,149.171.126.3,22/01/2015 10:57:00 AM,Normal
1016,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,208661.41732283463,3937.007874015748,338.66666666666663,579.6674333903306,1008.0,1.0,7.0,7.0,0.0,7.0,7.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,1968.503937007874,1968.503937007874,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,49638,53,59.166.0.6,149.171.126.2,22/01/2015 06:17:49 PM,Normal
13613,14,15,700.0,700.0,277.0,0.0,49.99999999999999,99.13316607162618,277.0,0.0,46.66666666666666,96.39551461606104,102842.87078527878,2130.316609123632,486.1785714285714,1010.7605516922112,4206.0,1.0,13258.0,1019.8461538461538,1966.2197167048687,6225.0,1.0,13138.0,938.4285714285714,1634.7510144119435,4607.0,1.0,0,0,0,0,456,488,1028.4287078527875,1101.887901270844,0.0,277.0,46.66666666666666,94.7189429888211,8971.67816091954,1,4,0,12,27,0,0,0,1.0,48.27586206896552,50.0,46.66666666666666,0,0,0,0,5792,10136,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52085,6881,59.166.0.7,149.171.126.9,22/01/2015 09:50:55 AM,Normal
977,2,2,74.0,106.0,37.0,37.0,37.0,0.0,53.0,53.0,53.0,0.0,184237.46161719548,4094.165813715456,325.66666666666663,557.1439072029177,969.0,3.0,3.0,3.0,0.0,3.0,3.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,16,16,2047.082906857728,2047.082906857728,37.0,53.0,43.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,54.25,37.0,53.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19961,53,59.166.0.0,149.171.126.8,22/01/2015 12:51:30 PM,Normal
342,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8771.929824561403,171.0,239.00209204105303,340.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2923.9766081871344,5847.953216374269,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,20272,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6180,1545,59.166.0.3,149.171.126.9,22/01/2015 10:21:46 AM,Normal
374,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8021.390374331551,187.0,257.3868683519033,369.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,32,64,2673.7967914438505,5347.593582887701,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,56472,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45238,5379,59.166.0.0,149.171.126.7,22/01/2015 01:00:09 PM,Normal
310,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9677.41935483871,155.0,216.3746750430836,308.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3225.8064516129034,6451.612903225807,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,34752,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64135,34242,59.166.0.6,149.171.126.8,22/01/2015 05:07:43 PM,Normal
1052,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,201520.9125475285,3802.2813688212927,350.66666666666663,597.8514308198429,1041.0,3.0,8.0,8.0,0.0,8.0,8.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,16,16,1901.1406844106464,1901.1406844106464,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56306,53,59.166.0.5,149.171.126.2,18/02/2015 04:58:36 AM,Normal
110509,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.24518365020044,27627.250000000004,35186.07075131673,73447.0,2.0,37060.0,18530.0,26192.64938871209,37051.0,9.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,60,40,27.147110190120262,18.098073460080176,0.0,0.0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31633,179,175.45.176.3,149.171.126.13,18/02/2015 04:16:30 AM,Normal
335,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.223880597016,167.5,232.6381310103741,332.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2985.074626865672,5970.149253731343,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,26064,20272,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27752,21,59.166.0.5,149.171.126.3,22/01/2015 12:32:26 PM,Normal
13559,40,41,454.0,23388.0,66.0,0.0,11.35,20.70123246671622,1300.0,0.0,570.439024390244,634.2769130585035,1758389.2617449665,5973.891879932148,169.4875,297.01476729898616,1840.0,0.0,12373.0,317.2564102564103,490.30096653665146,2117.0,0.0,13057.0,326.425,492.6643881578761,2078.0,1.0,0,0,0,0,1288,1320,2950.070064164024,3023.8218157681245,0.0,1300.0,290.75609756097566,527.3199783151232,278066.359530262,1,4,0,40,79,0,0,0,1.0,294.34567901234567,11.35,570.439024390244,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20941,62892,59.166.0.7,149.171.126.0,18/02/2015 07:57:48 AM,Normal
1462687,10,15,948.0,9224.0,241.0,0.0,94.8,122.41532220727564,1448.0,0.0,614.9333333333334,676.0667197280233,6954.324472699901,17.091831676906953,60945.29166666668,257259.7592600977,1259000.0,1.0,1300972.0,144552.44444444444,418028.4955828703,1259000.0,1.0,1462125.0,104437.5,338375.60251061706,1270825.0,2.0,0,0,0,0,328,488,6.836732670762781,10.255099006144173,0.0,1448.0,391.2307692307692,576.756885191139,332648.5046153846,1,4,0,10,23,0,0,0,1.0,406.88,94.8,614.9333333333333,10,948,15,9224,5792,8688,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21766,80,59.166.0.8,149.171.126.8,22/01/2015 11:58:05 AM,Normal
25408,4,4,416.0,192.0,120.0,88.0,104.0,18.475208614068023,72.0,24.0,48.0,27.712812921102035,23929.47103274559,314.86146095717885,3629.7142857142862,5832.697766736696,15095.0,4.0,10304.0,3434.666666666667,5938.625205662783,10292.0,4.0,23054.0,7684.666666666666,13296.376737041312,23038.0,7.0,0,0,0,0,32,32,157.43073047858942,157.43073047858942,24.0,120.0,77.33333333333333,34.87119154832539,1216.0,0,0,0,0,0,0,0,0,1.0,87.0,104.0,48.0,0,0,0,0,0,0,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27803,34617,59.166.0.7,149.171.126.7,18/02/2015 07:34:29 AM,Normal
306,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803.921568627453,153.0,210.7178207935912,302.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,3267.97385620915,6535.9477124183,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,10136,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34809,49652,59.166.0.2,149.171.126.0,18/02/2015 03:10:13 AM,Normal
332,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9036.144578313251,166.0,231.9310242291876,330.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,3012.0481927710844,6024.096385542169,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19017,80,59.166.0.3,149.171.126.9,18/02/2015 03:05:20 AM,Normal
405,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7407.407407407408,202.5,282.13560569343247,402.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2469.135802469136,4938.271604938272,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,10136,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30670,56526,149.171.126.1,59.166.0.2,17/02/2015 11:33:05 PM,Normal
301348,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95526766396326,150674.0,213078.14322919183,301343.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0,0,0,0,20,40,3.31842255465442,6.636845109308839,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,16383,16383,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32663,7462,175.45.176.2,149.171.126.15,18/02/2015 05:42:22 AM,Normal
142584,18,19,2808.0,1512.0,716.0,0.0,156.0,216.7915778698382,192.0,0.0,79.57894736842105,78.28034788819653,30297.9296414745,259.4961566515177,3960.6666666666674,14159.671245174748,74600.0,2.0,67243.0,3955.470588235294,10581.98835945806,33431.0,2.0,142107.0,7894.833333333334,19562.82646861584,74600.0,2.0,0,0,0,0,584,616,126.24137350614376,133.25478314537398,0.0,716.0,113.68421052631578,162.45849453524178,26392.762446657183,1,4,0,24,35,0,0,0,1.0,116.75675675675676,156.0,79.57894736842105,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42764,43412,59.166.0.8,149.171.126.7,17/02/2015 10:58:19 PM,Normal
357,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8403.361344537814,178.5,248.19448019647817,354.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,2801.1204481792715,5602.240896358543,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,47784,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51306,30231,59.166.0.7,149.171.126.3,22/01/2015 12:45:24 PM,Normal
48920,4,5,0.0,1498.0,0.0,0.0,0.0,0.0,749.0,0.0,299.6,410.2441955713694,30621.42273098937,183.9738348323794,6114.999999999999,16465.270775613917,46843.0,2.0,1734.0,578.0,993.3312639799474,1725.0,4.0,47341.0,11835.25,23439.040002739017,46993.0,2.0,0,0,0,0,136,168,81.76614881439085,102.20768601798856,0.0,749.0,149.8,315.80612899548214,99733.5111111111,1,4,0,2,7,0,0,0,1.0,166.44444444444446,0.0,299.6,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11411,40486,59.166.0.8,149.171.126.2,22/01/2015 03:04:22 PM,Normal
16442,46,47,470.0,28792.0,66.0,0.0,10.217391304347828,20.08417070838321,1300.0,0.0,612.595744680851,617.4143017306116,1779710.4975063864,5656.246198759276,178.71739130434784,330.5201138029042,1857.0,0.0,14334.0,318.53333333333325,481.2518051914195,2126.0,0.0,15913.0,345.9347826086956,535.1456043680039,2059.0,1.0,0,0,0,0,1480,1512,2797.7131735798566,2858.533025179419,0.0,1300.0,311.2978723404256,529.6258738316922,280503.5662319835,1,4,0,46,91,0,0,0,1.0,314.64516129032256,10.217391304347826,612.5957446808511,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16494,12900,59.166.0.0,149.171.126.2,18/02/2015 12:05:40 AM,Normal
356,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8426.966292134832,178.0,246.0731598529185,352.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,32,64,2808.988764044944,5617.977528089888,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,24616,17376,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11415,5190,59.166.0.3,149.171.126.4,18/02/2015 02:26:05 AM,Normal
69465,42,43,470.0,23760.0,66.0,0.0,11.190476190476192,20.774325260080392,1300.0,0.0,552.5581395348836,607.1350874364422,348808.75260922767,1223.6378032102498,826.9642857142857,1948.9661544003989,9208.0,0.0,63349.0,1545.09756097561,2872.621005326652,10996.0,0.0,60248.0,1434.4761904761904,3143.5964741204,15963.0,0.0,0,0,0,0,1352,1384,604.6210321744763,619.0167710357734,0.0,1300.0,281.74418604651163,506.5084677544657,256550.82790697663,1,4,0,42,83,0,0,0,1.0,285.05882352941177,11.19047619047619,552.5581395348837,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53127,1028,59.166.0.4,149.171.126.3,18/02/2015 03:26:36 AM,Normal
359,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8356.545961002785,179.5,251.0229073212244,357.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2785.515320334262,5571.030640668524,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,39096,14480,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46143,52314,59.166.0.6,149.171.126.6,22/01/2015 12:09:32 PM,Normal
8,2,0,280.0,0.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,35000000.0,250000.0,8.0,0.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,250000.0,0.0,140.0,140.0,140.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,210.0,140.0,0.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19226,24971,175.45.176.2,149.171.126.19,18/02/2015 04:55:55 AM,Shellcode
358885,6,9,0.0,8192.0,0.0,0.0,0.0,0.0,1448.0,0.0,910.2222222222222,690.1336424522749,22826.253535255026,41.79611853379216,25634.64285714285,64708.20745066287,180957.0,2.0,182836.0,36567.2,81408.31504643736,182194.0,2.0,358378.0,44797.25000000001,82539.70060652198,181085.0,4.0,0,0,0,0,200,296,16.718447413516863,25.077671120275298,0.0,1448.0,512.0,686.6591585350042,471500.8000000001,1,4,0,4,13,0,0,0,1.0,546.1333333333333,0.0,910.2222222222222,0,0,0,0,5792,5792,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17161,46326,59.166.0.2,149.171.126.9,18/02/2015 07:12:57 AM,Normal
338,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8875.739644970416,169.0,237.58787847867995,337.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,64,2958.579881656805,5917.15976331361,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65427,80,59.166.0.8,149.171.126.2,22/01/2015 07:07:46 PM,Normal
1030,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,205825.2427184466,3883.495145631068,343.33333333333337,581.6806111031494,1015.0,7.0,8.0,8.0,0.0,8.0,8.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,16,16,1941.7475728155337,1941.7475728155337,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,57593,53,59.166.0.0,149.171.126.1,18/02/2015 05:03:25 AM,Normal
336,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8928.57142857143,168.0,234.75945135393377,334.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2976.190476190476,5952.380952380952,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,10136,10136,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64498,5190,59.166.0.3,149.171.126.4,18/02/2015 01:29:40 AM,Normal
21485,50,39,34460.0,1188.0,1448.0,0.0,689.1999999999999,717.308518145492,287.0,0.0,30.461538461538467,65.51570569190027,1659204.095880847,4142.424947637886,244.1477272727272,416.2486695922332,2054.0,0.0,20368.0,415.6734693877551,594.7833074516544,2054.0,0.0,20953.0,551.3947368421054,972.091546669698,3924.0,2.0,0,0,0,0,1608,1256,2327.205026762858,1815.219920875029,0.0,1448.0,396.0888888888889,627.4739377629842,393723.5425717853,1,4,0,36,87,0,0,0,0.0,400.5393258426967,689.2,30.46153846153846,0,0,0,0,5792,30408,34,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1063,25,59.166.0.4,149.171.126.3,17/02/2015 09:59:13 PM,Normal
1159413,12,15,948.0,9224.0,241.0,0.0,79.0,116.7156607081734,1448.0,0.0,614.9333333333334,676.0667197280233,8773.40516278496,23.28764642107687,44592.80769230769,196228.38690709745,999385.0,3.0,1157866.0,105260.54545454546,298776.9989327705,999385.0,3.0,1158846.0,82774.71428571428,266181.8190001334,1000674.0,4.0,0,0,0,0,392,488,10.350065076034165,12.937581345042709,0.0,1448.0,363.28571428571433,564.3898611278514,318535.91534391535,1,4,0,10,25,0,0,0,1.0,376.7407407407408,79.0,614.9333333333333,0,0,0,0,5792,8688,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28487,80,59.166.0.8,149.171.126.8,18/02/2015 05:14:41 AM,Normal
45529,44,45,454.0,28118.0,66.0,0.0,10.318181818181818,19.989267733569253,1300.0,0.0,624.8444444444445,633.1287013911567,627556.06316853,1954.7980408091544,517.375,1358.317344063569,7663.0,1.0,40524.0,942.4186046511628,1870.437066730128,7863.0,1.0,45059.0,1024.068181818182,1946.989248757685,7911.0,1.0,0,0,0,0,1416,1448,966.4170089393572,988.3810318697972,0.0,1300.0,317.46666666666664,542.1355027765536,293910.9033707866,1,4,0,44,87,0,0,0,1.0,321.03370786516854,10.318181818181818,624.8444444444444,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40740,11225,59.166.0.3,149.171.126.5,17/02/2015 11:11:55 PM,Normal
1025,2,2,76.0,108.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,179512.1951219512,3902.439024390244,341.66666666666663,576.1990396844942,1007.0,7.0,11.0,11.0,0.0,11.0,11.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,16,16,1951.2195121951213,1951.2195121951213,38.0,54.0,44.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,55.5,38.0,54.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,44887,53,59.166.0.1,149.171.126.7,22/01/2015 05:54:46 PM,Normal
344,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8720.93023255814,172.0,240.41630560342617,342.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2906.9767441860463,5813.953488372093,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,15928,30408,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32222,25,59.166.0.1,149.171.126.5,18/02/2015 03:20:47 AM,Normal
341,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8797.653958944282,170.5,238.2949852598665,339.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,32,64,2932.551319648094,5865.102639296188,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,11584,8688,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49653,80,59.166.0.4,149.171.126.3,18/02/2015 07:37:01 AM,Normal
19148,38,37,454.0,17320.0,66.0,0.0,11.947368421052634,21.08021663617728,1300.0,0.0,468.1081081081081,599.9679520970628,928243.1585544182,3916.858157509923,258.7567567567568,570.1449421776073,3742.0,1.0,14438.0,390.2162162162162,648.1219507647176,2095.0,1.0,18638.0,517.7222222222222,846.0845148974223,3994.0,1.0,0,0,0,0,1224,1192,1984.5414664716943,1932.3166910382288,0.0,1300.0,233.8684210526316,475.1327770102519,225751.1557894737,1,4,0,36,73,0,0,0,0.0,236.98666666666668,11.947368421052632,468.1081081081081,0,0,0,0,5792,14480,12,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40229,12685,59.166.0.9,149.171.126.5,18/02/2015 12:42:37 AM,Normal
