id,expiration_id,Src IP,src_mac,src_oui,Src Port,Dst IP,dst_mac,dst_oui,Dst Port,Protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Activity,Stage,DefenderResponse,Signature,source_file,Timestamp
77073,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,58423,74.125.137.156,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1625248086810,1625248107196,20386,26,6756,1625248086810,1625248107196,20386,13,1955,1625248086830,1625248107196,20366,13,4801,54,259.8461538461538,577.0068763755032,2936,54,150.38461538461542,184.77668434335288,571,54,369.30769230769226,795.9369096244777,2936,0,815.44,4042.417810749733,20219,0,1698.833333333333,5838.651476206305,20239,0,1697.166666666667,5840.752968789577,20244,2,0,0,0,25,13,0,2,1,0,0,0,12,6,0,1,1,0,0,0,13,7,0,1,TLS.Google,Web,0,stats.g.doubleclick.net,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-07-02 17:48:06.810
61412,0,192.168.0.9,fa:16:3e:1f:f8:41,fa:16:3e,45702,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1623210448553,1623210451555,3002,4,856,1623210448553,1623210451555,3002,4,856,0,0,0,0,0,214,214.0,0.0,214,214,214.0,0.0,214,0,0.0,0.0,0,1000,1000.6666666666664,0.5773502691896093,1001,1000,1000.6666666666664,0.5773502691896093,1001,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-09 03:47:28.553
171947,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,40378,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1625000717769,1625000717783,14,2,301,1625000717769,1625000717769,0,1,95,1625000717783,1625000717783,0,1,206,95,150.5,78.48885271170676,206,95,95.0,0.0,95,206,206.0,0.0,206,14,14.0,0.0,14,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,ConnectivityCheck,0,detectportal.firefox.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 21:05:17.769
114184,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,53729,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1625093222922,1625093252951,30029,11,5955,1625093222922,1625093252937,30015,6,853,1625093222935,1625093252951,30016,5,5102,54,541.3636363636364,1445.241175217982,4874,54,142.16666666666669,210.13939817813,571,54,1020.4,2154.234156260642,4874,0,3002.9,6738.678265555247,19964,0,6003.0,8925.835479102223,19964,8,7504.0,9560.002336122448,19978,2,0,0,0,10,2,0,2,1,0,0,0,5,1,0,1,1,0,0,0,5,1,0,1,TLS.DoH_DoT,Network,0,dns.google,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-30 22:47:02.922
34124,0,10.1.1.6,fa:16:3e:d9:a8:74,fa:16:3e,45530,18.232.139.102,fa:16:3e:e5:11:55,fa:16:3e,443,6,4,0,0,1622229616836,1622229667516,50680,35,7422,1622229616836,1622229667452,50616,19,2476,1622229616901,1622229667516,50615,16,4946,54,212.0571428571428,476.4944257964893,2862,66,130.31578947368422,127.59181993615374,583,54,309.125,690.3552587858902,2862,0,1490.588235294117,8570.973315959378,49997,0,2812.0,11776.056545580352,49997,0,3374.333333333333,12897.987327301811,49997,2,0,0,0,31,16,3,2,1,0,0,0,18,8,0,1,1,0,0,0,13,8,3,1,TLS,Web,0,ads.avocet.io,1fd36067223570569bbf156fece40978,15af977ce25de452b96affa2addb1036,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-05-28 19:20:16.836
132303,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,64097,68.65.122.10,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1624990445289,1624990466716,21427,69,235576,1624990445289,1624990466687,21398,28,5046,1624990445319,1624990466716,21397,41,230530,54,3414.144927536233,7339.060366758297,38134,54,180.2142857142857,277.703726637508,1048,54,5622.682926829268,8899.023551601109,38134,0,315.10294117647067,1884.1927060213493,14874,0,792.5185185185185,2959.2503906638035,14875,0,534.925,2447.285889511072,14875,2,0,0,0,68,36,0,2,1,0,0,0,27,6,0,1,1,0,0,0,41,30,0,1,TLS,Web,0,privateemail.com,cd08e31494f9531f560d64c695473da9,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 18:14:05.289
4242,0,10.1.2.10,fa:16:3e:8c:c5:c2,fa:16:3e,36554,8.8.8.8,fa:16:3e:47:8b:b9,fa:16:3e,53,17,4,0,0,1623080370487,1623080370509,22,4,470,1623080370487,1623080370487,0,2,184,1623080370509,1623080370509,0,2,286,92,117.5,29.8496231131986,149,92,92.0,0.0,92,137,143.0,8.48528137423857,149,0,7.333333333333334,12.701705922171769,22,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.YouTube,Media,0,r4---sn-a5meknzr.googlevideo.com,,,,,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-06-07 15:39:30.487
54863,0,10.1.1.11,fa:16:3e:2c:fe:de,fa:16:3e,52188,104.86.4.18,fa:16:3e:e5:11:55,fa:16:3e,443,6,4,0,0,1622242539893,1622242545209,5316,23,6681,1622242539893,1622242545185,5292,12,1417,1622242539916,1622242545209,5293,11,5264,54,290.4782608695652,619.3878847528873,2862,66,118.08333333333331,146.9869866431183,579,54,478.54545454545456,863.5247956644168,2862,0,241.63636363636363,1063.4021568466687,5000,0,481.0909090909091,1499.8492227251015,5001,0,529.3,1572.485862858197,5000,2,0,0,0,20,8,2,2,1,0,0,0,11,3,0,1,1,0,0,0,9,5,2,1,TLS,Web,0,eus.rubiconproject.com,9774c3c83bd55ff673e06df2c3837b91,15af977ce25de452b96affa2addb1036,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-05-28 22:55:39.893
68425,0,10.1.1.15,fa:16:3e:26:54:23,fa:16:3e,60852,68.65.122.10,fa:16:3e:11:b8:2f,fa:16:3e,443,6,4,0,0,1623103307540,1623103322951,15411,34,26652,1623103307540,1623103322904,15364,16,2883,1623103307587,1623103322951,15364,18,23769,54,783.8823529411765,2004.7889145245083,9924,54,180.1875,211.8701548118564,571,54,1320.4999999999998,2667.287082852714,9924,0,467.00000000000017,1907.7138477769668,9962,0,1024.2666666666669,2782.522505791839,9962,0,903.7647058823528,2645.973014068071,10074,2,0,0,0,33,14,0,2,1,0,0,0,15,6,0,1,1,0,0,0,18,8,0,1,TLS,Web,0,privateemail.com,1fd36067223570569bbf156fece40978,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-07 22:01:47.540
52012,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,63674,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,22,6,4,0,0,1625140426882,1625140426882,0,2,121,1625140426882,1625140426882,0,1,55,1625140426882,1625140426882,0,1,66,55,60.5,7.7781745930520225,66,55,55.0,0.0,55,66,66.0,0.0,66,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,SSH,RemoteAccess,1,,,,,,Unsecured Credentials,Unsecured Credentials,Benign,APT,net1013x_Flow_labeled.csv,2021-07-01 11:53:46.882
7159,0,10.1.1.4,fa:16:3e:03:f9:45,fa:16:3e,40260,13.224.41.100,fa:16:3e:11:b8:2f,fa:16:3e,443,6,4,0,0,1623079963129,1623079963152,23,21,6737,1623079963129,1623079963149,20,11,1669,1623079963132,1623079963152,20,10,5068,54,320.80952380952385,641.5898704817291,2862,54,151.72727272727272,175.58251103631642,583,54,506.8,898.3971900618964,2862,0,1.15,1.2680278927697548,3,0,2.0,1.9436506316151,5,0,2.2222222222222223,2.386303510546059,7,2,0,0,0,17,8,3,2,1,0,0,0,9,4,1,1,1,0,0,0,8,4,2,1,TLS,Web,0,tracking-protection.cdn.mozilla.net,1fd36067223570569bbf156fece40978,f4febc55ea12b31ae17cfb7e614afda8,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-07 15:32:43.129
42434,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,40671,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1623969244148,1623969244169,21,2,198,1623969244148,1623969244148,0,1,91,1623969244169,1623969244169,0,1,107,91,99.0,11.31370849898476,107,91,91.0,0.0,91,107,107.0,0.0,107,21,21.0,0.0,21,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Web,0,fonts.googleapis.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-17 22:34:04.148
55497,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,59981,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1623971073384,1623971073399,15,2,294,1623971073384,1623971073384,0,1,95,1623971073399,1623971073399,0,1,199,95,147.0,73.53910524340094,199,95,95.0,0.0,95,199,199.0,0.0,199,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,tracking-protection.cdn.mozilla.net,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-17 23:04:33.384
43566,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,43860,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1624330973764,1624331033825,60061,32,4358,1624330973764,1624331033825,60061,17,2052,1624330973764,1624331033825,60061,15,2306,54,136.1875,220.7803517292185,1251,54,120.70588235294116,112.99267935682954,410,66,153.73333333333332,304.5011064175692,1251,0,1937.4516129032247,5110.236490540074,15185,0,3753.812500000002,6705.535556227655,15186,0,4290.071428571428,7028.813604500633,15186,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Exfiltration over C2 channel,Exfiltration over C2 channel,Benign,APT,net1013x_Flow_labeled.csv,2021-06-22 03:02:53.764
19386,0,10.1.1.12,fa:16:3e:3d:20:14,fa:16:3e,48440,172.217.11.170,fa:16:3e:11:b8:2f,fa:16:3e,443,6,4,0,0,1623692810341,1623693050537,240196,40,8159,1623692810341,1623693050537,240196,23,2808,1623692810356,1623693050537,240181,17,5351,66,203.975,488.22212722573374,3092,66,122.08695652173915,126.56328386279483,583,66,314.764705882353,732.3240854816062,3092,0,6158.871794871796,15346.713334370374,46155,0,10918.000000000002,19290.468803703727,46176,2,15011.3125,21339.63172977688,46170,2,0,0,0,39,15,0,2,1,0,0,0,22,9,0,1,1,0,0,0,17,6,0,1,TLS.GoogleServices,Web,0,imasdk.googleapis.com,66918128f1b9b03303d77c6f2eefd128,eb1d94daa7e0344597e756a1fb6e7054,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-14 17:46:50.341
3392,0,10.1.1.4,fa:16:3e:03:f9:45,fa:16:3e,123,162.159.200.1,fa:16:3e:11:b8:2f,fa:16:3e,123,17,4,0,0,1624278125442,1624278125471,29,2,180,1624278125442,1624278125442,0,1,90,1624278125471,1624278125471,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,29,29.0,0.0,29,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP.Cloudflare,System,0,,,,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-21 12:22:05.442
19644,0,10.1.2.17,fa:16:3e:a2:d6:e6,fa:16:3e,34442,8.8.4.4,fa:16:3e:47:8b:b9,fa:16:3e,53,17,4,0,0,1625090160189,1625090160204,15,2,217,1625090160189,1625090160189,0,1,85,1625090160204,1625090160204,0,1,132,85,108.5,33.23401871576773,132,85,85.0,0.0,85,132,132.0,0.0,132,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,gum.criteo.com,,,,,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-06-30 21:56:00.189
70293,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,34626,34.98.64.218,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1623285152748,1623285152791,43,10,1504,1623285152748,1623285152791,43,6,1020,1623285152763,1623285152790,27,4,484,54,150.39999999999995,206.48551200185128,706,54,170.0,262.6998287018855,706,66,121.0,104.73458518241875,278,0,4.777777777777779,5.2148292823873375,15,0,8.6,7.162401831787992,17,0,9.0,10.816653826391969,21,2,0,0,0,7,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,4,1,0,1,TLS,Web,0,connatix-d.openx.net,ab78a7ef7106e8144808f22ab4a26dc8,2b0648ab686ee45e0e7c35fcfb0eea7e,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-10 00:32:32.748
24767,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,51813,8.8.8.8,fa:16:3e:2b:10:fa,fa:16:3e,53,17,4,0,0,1625085736749,1625085736775,26,2,297,1625085736749,1625085736749,0,1,89,1625085736775,1625085736775,0,1,208,89,148.5,84.14570696119915,208,89,89.0,0.0,89,208,208.0,0.0,208,26,26.0,0.0,26,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Microsoft,Cloud,0,nav.smartscreen.microsoft.com,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-30 20:42:16.749
52755,0,10.1.1.12,fa:16:3e:3d:20:14,fa:16:3e,123,44.190.40.123,fa:16:3e:e5:11:55,fa:16:3e,123,17,4,0,0,1622240642911,1622240642934,23,2,180,1622240642911,1622240642911,0,1,90,1622240642934,1622240642934,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,23,23.0,0.0,23,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,,,,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-05-28 22:24:02.911
1884,0,10.1.2.17,fa:16:3e:a2:d6:e6,fa:16:3e,49440,192.0.73.2,fa:16:3e:10:2d:11,fa:16:3e,443,6,4,0,0,1622214897116,1622215077415,180299,46,5670,1622214897116,1622215077401,180285,26,3244,1622214897131,1622215077415,180284,20,2426,54,123.26086956521746,115.90387488156033,638,54,124.7692307692308,132.18329930586776,638,54,121.3,93.91210896644964,318,0,4006.644444444444,12946.335403144283,46065,0,7211.4,16835.173321056125,46079,0,9488.631578947368,18842.01484039364,46079,2,0,0,0,45,23,0,2,1,0,0,0,25,14,0,1,1,0,0,0,20,9,0,1,TLS,Web,0,www.gravatar.com,554719594ba90b02ae410c297c6e50ad,fcb2d4d0991292272fcb1e464eedfd43,,,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-05-28 15:14:57.116
46928,0,10.1.1.4,fa:16:3e:03:f9:45,fa:16:3e,51200,8.8.8.8,fa:16:3e:11:b8:2f,fa:16:3e,53,17,4,0,0,1623964104374,1623964104395,21,2,193,1623964104374,1623964104374,0,1,78,1623964104395,1623964104395,0,1,115,78,96.5,26.162950903902264,115,78,78.0,0.0,78,115,115.0,0.0,115,21,21.0,0.0,21,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,ad.doubleclick.net,,,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-17 21:08:24.374
6488,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,48914,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1624906677636,1624906680640,3004,4,856,1624906677636,1624906680640,3004,4,856,0,0,0,0,0,214,214.0,0.0,214,214,214.0,0.0,214,0,0.0,0.0,0,1001,1001.3333333333334,0.577350269189634,1002,1001,1001.3333333333334,0.577350269189634,1002,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-28 18:57:57.636
3685,0,10.1.4.10,fa:16:3e:51:88:60,fa:16:3e,123,165.227.219.198,fa:16:3e:6f:d7:ed,fa:16:3e,123,17,4,0,0,1624853952167,1624853952236,69,2,180,1624853952167,1624853952167,0,1,90,1624853952236,1624853952236,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,69,69.0,0.0,69,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTP,System,0,,,,,,Normal,Benign,Benign,,net1014x_Flow_labeled.csv,2021-06-28 04:19:12.167
115664,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,50780,8.8.4.4,fa:16:3e:b5:c4:4c,fa:16:3e,443,17,4,0,0,1624987135393,1624987145380,9987,22,7967,1624987135393,1624987145380,9987,11,3900,1624987135415,1624987136210,795,11,4067,67,362.1363636363636,474.4252959864824,1392,75,354.54545454545456,517.8523657639047,1392,67,369.7272727272728,452.0716958423942,1392,0,475.57142857142856,1998.1156015463312,9170,0,998.7,2885.1016947221965,9185,0,79.5,227.81778781395545,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUIC.DoH_DoT,Network,0,dns.google,78ba053b9aa352e84a4eea899207839a,,Chrome/91.0.4472.114 Windows NT 10.0; Win64; x64,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 17:18:55.393
12554,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,53570,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1624291312143,1624291312158,15,4,453,1624291312143,1624291312143,0,2,154,1624291312157,1624291312158,1,2,299,77,113.25,46.39234850705447,174,77,77.0,0.0,77,125,149.5,34.648232278140824,174,0,5.0,7.810249675906653,14,0,0.0,0.0,0,1,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,ocsp.digicert.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-21 16:01:52.143
4771,0,10.1.2.10,fa:16:3e:8c:c5:c2,fa:16:3e,50598,142.250.217.131,fa:16:3e:47:8b:b9,fa:16:3e,80,6,4,0,0,1623080702792,1623080702957,165,11,1798,1623080702792,1623080702957,165,6,758,1623080702807,1623080702957,150,5,1040,54,163.45454545454547,230.5716216867825,768,54,126.33333333333334,155.81741451669217,444,66,208.0,313.0686825602331,768,0,16.5,25.91974794116126,84,0,33.0,43.6520331714343,104,2,37.5,36.79220932027142,84,2,0,0,0,8,2,2,2,1,0,0,0,3,1,2,1,1,0,0,0,5,1,0,1,HTTP.Google,Web,0,ocsp.pki.goog,,,Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0,application/ocsp-response,Normal,Benign,Benign,,net1012x_Flow_labeled.csv,2021-06-07 15:45:02.792
7238,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,60354,142.250.191.33,fa:16:3e:b5:c4:4c,fa:16:3e,443,17,4,0,0,1624289623594,1624289623927,333,18,14069,1624289623594,1624289623927,333,6,1944,1624289623616,1624289623914,298,12,12125,70,781.6111111111112,645.7186729336263,1399,75,324.0,527.3571844585034,1399,70,1010.4166666666666,588.7579311696373,1399,0,19.58823529411765,26.89112033629645,104,0,66.6,61.15799211877382,164,0,27.09090909090909,43.22373085575688,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUIC.Google,Web,0,cdn.ampproject.org,b5e0231541c9353c5e527292c1b7f474,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-21 15:33:43.594
185,0,10.1.4.10,fa:16:3e:51:88:60,fa:16:3e,54120,8.8.8.8,fa:16:3e:6f:d7:ed,fa:16:3e,53,17,4,0,0,1623139879916,1623139879931,15,2,261,1623139879916,1623139879916,0,1,100,1623139879931,1623139879931,0,1,161,100,130.5,43.1335136523794,161,100,100.0,0.0,100,161,161.0,0.0,161,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.UbuntuONE,Cloud,0,connectivity-check.ubuntu.com,,,,,Normal,Benign,Benign,,net1014x_Flow_labeled.csv,2021-06-08 08:11:19.916
79296,0,192.168.0.4,fa:16:3e:fe:03:6e,fa:16:3e,55687,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1625086657121,1625086660125,3004,4,852,1625086657121,1625086660125,3004,4,852,0,0,0,0,0,213,213.0,0.0,213,213,213.0,0.0,213,0,0.0,0.0,0,1000,1001.3333333333336,1.5275252316519592,1003,1000,1001.3333333333336,1.5275252316519592,1003,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-30 20:57:37.121
35913,0,10.1.1.6,fa:16:3e:d9:a8:74,fa:16:3e,58171,8.8.8.8,fa:16:3e:e5:11:55,fa:16:3e,53,17,4,0,0,1622230162375,1622230162390,15,2,294,1622230162375,1622230162375,0,1,95,1622230162390,1622230162390,0,1,199,95,147.0,73.53910524340094,199,95,95.0,0.0,95,199,199.0,0.0,199,15,15.0,0.0,15,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,tracking-protection.cdn.mozilla.net,,,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-05-28 19:29:22.375
31402,0,10.1.3.11,fa:16:3e:a9:d0:fc,fa:16:3e,45927,8.8.8.8,fa:16:3e:2b:10:fa,fa:16:3e,53,17,4,0,0,1623112597046,1623112597063,17,2,298,1623112597046,1623112597046,0,1,85,1623112597063,1623112597063,0,1,213,85,149.0,90.50966799187808,213,85,85.0,0.0,85,213,213.0,0.0,213,17,17.0,0.0,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,widget-mediator.zopim.com,,,,,Normal,Benign,Benign,,net1013x_Flow_labeled.csv,2021-06-08 00:36:37.046
203461,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,57494,8.8.8.8,fa:16:3e:b5:c4:4c,fa:16:3e,53,17,4,0,0,1625007313087,1625007313109,22,2,186,1625007313087,1625007313087,0,1,85,1625007313109,1625007313109,0,1,101,85,93.0,11.31370849898476,101,85,85.0,0.0,85,101,101.0,0.0,101,22,22.0,0.0,22,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.Google,Web,0,tpc.googlesyndication.com,,,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-29 22:55:13.087
24752,0,192.168.0.11,fa:16:3e:e6:67:36,fa:16:3e,54612,3.232.128.142,fa:16:3e:b5:c4:4c,fa:16:3e,443,6,4,0,0,1623341884439,1623342057519,173080,38,26128,1623341884439,1623342057519,173080,24,3516,1623341884504,1623342057519,173015,14,22612,66,687.578947368421,1948.376990986156,8019,66,146.5,132.751811581842,583,66,1615.142857142857,3050.616907526004,8019,0,4677.837837837838,15688.182214494936,58935,0,7525.217391304348,19502.29499305268,58935,0,13308.846153846152,24816.54583755951,59002,2,0,0,0,37,20,0,2,1,0,0,0,23,12,0,1,1,0,0,0,14,8,0,1,TLS,Web,0,spocs.getpocket.com,1fd36067223570569bbf156fece40978,8d2a028aa94425f76ced7826b1f39039,,,Normal,Benign,Benign,,netgw_Flow_labeled.csv,2021-06-10 16:18:04.439
1054,0,10.1.1.20,fa:16:3e:ac:d9:39,fa:16:3e,55278,104.254.148.198,fa:16:3e:11:b8:2f,fa:16:3e,443,6,4,0,0,1623225249435,1623225254717,5282,13,1519,1623225249435,1623225254717,5282,7,1027,1623225249446,1623225254711,5265,6,492,54,116.84615384615384,154.0740331538955,609,54,146.71428571428572,204.75978957932983,609,54,82.0,62.89038082250735,210,0,440.1666666666666,1494.6103677932758,5186,0,880.3333333333334,2133.3528228276414,5235,0,1053.0,2316.656426835883,5197,2,0,0,0,12,4,0,2,1,0,0,0,6,3,0,1,1,0,0,0,6,1,0,1,TLS,Web,0,ib.adnxs.com,2a507ae6f0c7f42a8c6b3a121963d62e,02bdc318d9f618eea3e10d0a7ba25ba0,,,Normal,Benign,Benign,,net1011x_Flow_labeled.csv,2021-06-09 07:54:09.435
